Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode
ORD100342,12-09-2023,CUST1283,Manoj Nair,Male,21,Coimbatore,South,Beauty & Personal Care,Trimmer,3,1340,0.1,3618,2795.73,822.27,Debit Card
ORD100343,16-09-2023,CUST1344,Vikram Malhotra,Male,29,Bhubaneswar,East,Home & Kitchen,Water Bottle,4,284,0.1,1022.4,859.07,163.33,Debit Card
ORD100344,23-09-2023,CUST1190,Karan Sharma,Male,30,Patna,East,Office Supplies,Notebook Pack,3,207,0,621,464.82,156.18,UPI
ORD100345,24-09-2023,CUST1255,Anita Kapoor,Female,29,Kochi,South,Home & Kitchen,Cushion Cover Set,1,397,0,397,308.94,88.06,Credit Card
ORD100346,25-09-2023,CUST1057,Sandeep Sharma,Male,31,Ahmedabad,West,Beauty & Personal Care,Trimmer,2,1380,0,2760,1898.25,861.75,Credit Card
ORD100347,28-09-2023,CUST1183,Arjun Kumar,Male,40,Hyderabad,South,Electronics,Webcam,2,1830,0.05,3477,2810.61,666.39,Debit Card
ORD100348,29-09-2023,CUST1327,Sneha Chatterjee,Female,43,Pune,West,Office Supplies,Desk Organizer,3,750,0,2250,1376.41,873.59,UPI
ORD100349,30-09-2023,CUST1188,Rohit Reddy,Male,25,Chennai,South,Beauty & Personal Care,Face Wash,1,238,0.05,226.1,173.86,52.24,Net Banking
ORD100350,01-10-2023,CUST1116,Nisha Kapoor,Female,34,Chandigarh,North,Clothing,Sports Shoes,3,2320,0.05,6612,4259.27,2352.73,Debit Card
ORD100351,01-10-2023,CUST1312,Sneha Kumar,Female,44,Mumbai,West,Sports & Fitness,Resistance Bands,2,486,0.1,874.8,591.18,283.62,Debit Card
ORD100352,03-10-2023,CUST1109,Preeti Sharma,Female,34,Hyderabad,South,Beauty & Personal Care,Shampoo,1,359,0,359,248.78,110.22,UPI
ORD100353,03-10-2023,CUST1243,Ashok Kapoor,Male,44,Lucknow,North,Clothing,Women's Kurti,1,870,0.05,826.5,600.79,225.71,Cash on Delivery
ORD100354,04-10-2023,CUST1176,Kavita Das,Female,35,Mumbai,West,Sports & Fitness,Football,3,740,0,2220,1652.74,567.26,Debit Card
ORD100355,06-10-2023,CUST1093,Rajesh Verma,Male,31,Guwahati,East,Electronics,Power Bank,2,1250,0.1,2250,1560.5,689.5,Cash on Delivery
ORD100356,07-10-2023,CUST1304,Vikram Shah,Male,34,Hyderabad,South,Clothing,Denim Jeans,2,1530,0,3060,2384.78,675.22,Credit Card
ORD100357,08-10-2023,CUST1225,Anjali Bose,Female,46,Kolkata,East,Office Supplies,Desk Organizer,4,730,0,2920,1752.58,1167.42,Credit Card
ORD100358,10-10-2023,CUST1044,Priya Kapoor,Female,18,Bengaluru,South,Clothing,Formal Shirt,1,1120,0.2,896,694.32,201.68,UPI
ORD100359,11-10-2023,CUST1048,Divya Bose,Female,38,Lucknow,North,Electronics,Power Bank,2,1280,0.05,2432,1685.45,746.55,Cash on Delivery
ORD100360,12-10-2023,CUST1324,Anil Das,Male,23,Coimbatore,South,Beauty & Personal Care,Face Wash,2,243,0,486,331,155,UPI
ORD100361,13-10-2023,CUST1135,Shalini Iyer,Female,52,Patna,East,Home & Kitchen,Blender,2,2170,0.1,3906,2805.46,1100.54,Cash on Delivery
ORD100362,15-10-2023,CUST1092,Shalini Iyer,Female,27,Jaipur,North,Electronics,USB-C Charger,2,810,0,1620,995.5,624.5,Credit Card
ORD100363,15-10-2023,CUST1105,Pooja Das,Female,39,Hyderabad,South,Beauty & Personal Care,Skincare Kit,4,1830,0,7320,4818.07,2501.93,Debit Card
ORD100364,16-10-2023,CUST1027,Gaurav Shah,Male,39,Ahmedabad,West,Electronics,Earbuds,2,2430,0.2,3888,3311.18,576.82,Credit Card
ORD100365,17-10-2023,CUST1268,Vikram Rao,Male,30,Delhi,North,Office Supplies,Whiteboard,3,1280,0,3840,2510.93,1329.07,Credit Card
ORD100366,18-10-2023,CUST1281,Neha Kumar,Female,42,Chennai,South,Clothing,Women's Kurti,1,920,0.1,828,605.58,222.42,Cash on Delivery
ORD100367,18-10-2023,CUST1268,Vikram Rao,Male,30,Delhi,North,Electronics,Webcam,1,1730,0.1,1557,1237.86,319.14,Debit Card
ORD100368,19-10-2023,CUST1295,Suresh Bose,Male,27,Chandigarh,North,Home & Kitchen,Water Bottle,3,299,0.05,852.15,699.21,152.94,UPI
ORD100369,19-10-2023,CUST1229,Ashok Verma,Male,42,Lucknow,North,Sports & Fitness,Yoga Mat,1,610,0.05,579.5,453.59,125.91,UPI
ORD100370,21-10-2023,CUST1210,Rajesh Pillai,Male,41,Mumbai,West,Electronics,Laptop Stand,2,1240,0,2480,1844.03,635.97,UPI
ORD100371,24-10-2023,CUST1203,Aarti Malhotra,Female,46,Chennai,South,Beauty & Personal Care,Shampoo,1,363,0,363,271.32,91.68,Cash on Delivery
ORD100372,24-10-2023,CUST1137,Kavita Malhotra,Female,31,Lucknow,North,Clothing,Men's T-Shirt,5,530,0,2650,1609.25,1040.75,Credit Card
ORD100373,24-10-2023,CUST1276,Nikhil Gupta,Male,37,Chandigarh,North,Electronics,Wireless Mouse,2,630,0,1260,805.94,454.06,Credit Card
ORD100374,25-10-2023,CUST1283,Manoj Nair,Male,21,Coimbatore,South,Home & Kitchen,Blender,2,2130,0.1,3834,2798.02,1035.98,Credit Card
ORD100375,25-10-2023,CUST1085,Arjun Bose,Male,29,Pune,West,Electronics,Wireless Mouse,4,580,0,2320,1763,557,Debit Card
ORD100376,26-10-2023,CUST1242,Vijay Shah,Male,40,Kolkata,East,Home & Kitchen,Cushion Cover Set,1,394,0.05,374.3,282.07,92.23,Credit Card
ORD100377,27-10-2023,CUST1305,Pooja Kapoor,Female,36,Chandigarh,North,Home & Kitchen,Storage Containers Set,1,590,0,590,409.12,180.88,Cash on Delivery
ORD100378,29-10-2023,CUST1208,Preeti Verma,Female,40,Bhubaneswar,East,Home & Kitchen,Cushion Cover Set,2,395,0,790,543.83,246.17,Credit Card
ORD100379,30-10-2023,CUST1077,Pooja Kumar,Female,31,Chennai,South,Clothing,Men's T-Shirt,1,537,0.15,456.45,397.83,58.62,UPI
ORD100380,02-11-2023,CUST1281,Neha Kumar,Female,42,Chennai,South,Home & Kitchen,Storage Containers Set,2,620,0,1240,778.87,461.13,UPI
ORD100381,02-11-2023,CUST1074,Manoj Gupta,Male,18,Bengaluru,South,Beauty & Personal Care,Skincare Kit,2,1810,0,3620,2685.05,934.95,Net Banking
ORD100382,02-11-2023,CUST1191,Bhavna Rao,Female,44,Hyderabad,South,Home & Kitchen,Cushion Cover Set,1,401,0.15,340.85,292.14,48.71,UPI
ORD100383,03-11-2023,CUST1074,Manoj Gupta,Male,18,Bengaluru,South,Electronics,Power Bank,2,1200,0,2400,1608.95,791.05,Debit Card
ORD100384,03-11-2023,CUST1211,Nisha Verma,Female,47,Chandigarh,North,Sports & Fitness,Yoga Mat,1,630,0.15,535.5,382.55,152.95,Net Banking
ORD100385,03-11-2023,CUST1296,Kiran Nair,Female,44,Patna,East,Clothing,Men's T-Shirt,1,477,0.15,405.45,355.37,50.08,Credit Card
ORD100386,06-11-2023,CUST1120,Sandeep Nair,Male,43,Delhi,North,Clothing,Denim Jeans,5,1600,0.2,6400,5482.87,917.13,Cash on Delivery
ORD100387,06-11-2023,CUST1219,Nisha Rao,Female,35,Guwahati,East,Electronics,Smartwatch,1,3500,0.1,3150,2424.88,725.12,Cash on Delivery
ORD100388,06-11-2023,CUST1190,Karan Sharma,Male,30,Patna,East,Clothing,Denim Jeans,3,1550,0,4650,2840.17,1809.83,Credit Card
ORD100389,06-11-2023,CUST1305,Pooja Kapoor,Female,36,Chandigarh,North,Electronics,Smartwatch,1,3490,0.05,3315.5,2624.9,690.6,Cash on Delivery
ORD100390,06-11-2023,CUST1080,Divya Iyer,Female,32,Guwahati,East,Electronics,Earbuds,4,2550,0,10200,7465.79,2734.21,Debit Card
ORD100391,07-11-2023,CUST1015,Manoj Joshi,Male,28,Chandigarh,North,Beauty & Personal Care,Trimmer,2,1370,0.05,2603,1822.81,780.19,Cash on Delivery
ORD100392,07-11-2023,CUST1243,Ashok Kapoor,Male,44,Lucknow,North,Sports & Fitness,Resistance Bands,2,517,0.15,878.9,654.89,224.01,Credit Card
ORD100393,07-11-2023,CUST1128,Sanjay Chatterjee,Male,36,Lucknow,North,Electronics,Laptop Stand,3,1280,0,3840,2697.91,1142.09,Credit Card
ORD100394,08-11-2023,CUST1233,Bhavna Chatterjee,Female,27,Ahmedabad,West,Electronics,USB-C Charger,2,800,0.2,1280,1029.32,250.68,Debit Card
ORD100395,09-11-2023,CUST1097,Anil Joshi,Male,37,Kolkata,East,Clothing,Winter Jacket,3,2970,0.2,7128,6765.13,362.87,UPI
ORD100396,09-11-2023,CUST1043,Sanjay Nair,Male,31,Ahmedabad,West,Office Supplies,Desk Organizer,2,690,0.1,1242,895.72,346.28,Credit Card
ORD100397,10-11-2023,CUST1159,Shalini Gupta,Female,42,Chennai,South,Electronics,Power Bank,2,1260,0,2520,1920.28,599.72,UPI
ORD100398,11-11-2023,CUST1000,Rahul Iyer,Male,40,Bengaluru,South,Office Supplies,Office Chair,2,4860,0.2,7776,7472.05,303.95,Net Banking
ORD100399,13-11-2023,CUST1277,Amit Mehta,Male,28,Bengaluru,South,Office Supplies,Ballpoint Pen Set,5,157,0,785,608.02,176.98,Net Banking
ORD100400,13-11-2023,CUST1091,Priya Patel,Female,45,Coimbatore,South,Beauty & Personal Care,Face Wash,1,267,0.1,240.3,170.9,69.4,UPI
ORD100401,14-11-2023,CUST1290,Pooja Rao,Female,32,Bhubaneswar,East,Electronics,Webcam,1,1840,0.1,1656,1232.75,423.25,Credit Card
ORD100402,14-11-2023,CUST1022,Neha Iyer,Female,35,Lucknow,North,Beauty & Personal Care,Face Wash,4,260,0.05,988,723.61,264.39,Debit Card
ORD100403,14-11-2023,CUST1288,Ravi Das,Male,38,Bhubaneswar,East,Clothing,Sports Shoes,1,2180,0,2180,1580.58,599.42,UPI
ORD100404,15-11-2023,CUST1235,Preeti Verma,Female,41,Ahmedabad,West,Clothing,Winter Jacket,1,3230,0.15,2745.5,2273.4,472.1,Credit Card
ORD100405,17-11-2023,CUST1186,Ritu Kapoor,Female,40,Patna,East,Beauty & Personal Care,Trimmer,2,1290,0.1,2322,1852.02,469.98,Credit Card
ORD100406,18-11-2023,CUST1262,Rajesh Sharma,Male,18,Chennai,South,Clothing,Sports Shoes,2,2150,0.1,3870,2808.56,1061.44,UPI
ORD100407,19-11-2023,CUST1095,Shalini Nair,Female,18,Mumbai,West,Home & Kitchen,Storage Containers Set,2,620,0.05,1178,805.59,372.41,UPI
ORD100408,19-11-2023,CUST1301,Pooja Joshi,Female,28,Lucknow,North,Office Supplies,Desk Organizer,1,680,0.1,612,464.28,147.72,Cash on Delivery
ORD100409,19-11-2023,CUST1284,Karan Iyer,Male,58,Pune,West,Electronics,Laptop Stand,2,1370,0,2740,1956.27,783.73,Credit Card
ORD100410,19-11-2023,CUST1003,Sanjay Pillai,Male,51,Mumbai,West,Clothing,Women's Kurti,1,950,0.1,855,607.71,247.29,Credit Card
ORD100411,20-11-2023,CUST1266,Vijay Malhotra,Male,52,Hyderabad,South,Electronics,USB-C Charger,3,820,0.2,1968,1522.9,445.1,UPI
ORD100412,21-11-2023,CUST1304,Vikram Shah,Male,34,Hyderabad,South,Electronics,Wireless Mouse,4,580,0.05,2204,1473.27,730.73,Cash on Delivery
ORD100413,21-11-2023,CUST1194,Gaurav Singh,Male,36,Bengaluru,South,Office Supplies,Ballpoint Pen Set,1,148,0.2,118.4,89.87,28.53,UPI
ORD100414,23-11-2023,CUST1102,Shweta Reddy,Female,31,Chennai,South,Clothing,Women's Kurti,3,860,0.1,2322,1768.42,553.58,Cash on Delivery
ORD100415,23-11-2023,CUST1197,Pooja Malhotra,Female,36,Hyderabad,South,Sports & Fitness,Resistance Bands,1,483,0.05,458.85,341.09,117.76,Debit Card
ORD100416,23-11-2023,CUST1164,Ravi Reddy,Male,45,Ahmedabad,West,Electronics,Laptop Stand,4,1350,0.1,4860,3897.42,962.58,Debit Card
ORD100417,23-11-2023,CUST1323,Rohit Das,Male,58,Chandigarh,North,Clothing,Denim Jeans,1,1430,0.05,1358.5,970.79,387.71,UPI
ORD100418,24-11-2023,CUST1169,Preeti Pillai,Female,26,Kochi,South,Office Supplies,Ballpoint Pen Set,2,156,0,312,236.5,75.5,Debit Card
ORD100419,24-11-2023,CUST1238,Vikram Sharma,Male,27,Pune,West,Electronics,Webcam,2,1810,0,3620,2689.9,930.1,Net Banking
ORD100420,25-11-2023,CUST1253,Rohit Shah,Male,46,Chennai,South,Beauty & Personal Care,Face Wash,4,250,0,1000,685.76,314.24,Net Banking
ORD100421,28-11-2023,CUST1126,Shalini Iyer,Female,24,Coimbatore,South,Electronics,Laptop Stand,1,1290,0.2,1032,929.08,102.92,Net Banking
ORD100422,28-11-2023,CUST1057,Sandeep Sharma,Male,31,Ahmedabad,West,Electronics,Smartwatch,3,3570,0.05,10174.5,7156.71,3017.79,Debit Card
ORD100423,28-11-2023,CUST1250,Ritu Sharma,Female,21,Kolkata,East,Electronics,Smartwatch,2,3770,0.15,6409,4608.68,1800.32,UPI
ORD100424,29-11-2023,CUST1200,Anjali Shah,Female,38,Chennai,South,Electronics,Earbuds,5,2660,0.05,12635,9925.06,2709.94,Net Banking
ORD100425,29-11-2023,CUST1013,Sneha Nair,Female,18,Delhi,North,Electronics,Bluetooth Speaker,2,2060,0.1,3708,2569.57,1138.43,UPI
ORD100426,30-11-2023,CUST1032,Aarti Patel,Female,34,Delhi,North,Home & Kitchen,Cushion Cover Set,2,421,0.2,673.6,507.96,165.64,Credit Card
ORD100427,02-12-2023,CUST1155,Gaurav Rao,Male,27,Delhi,North,Beauty & Personal Care,Skincare Kit,3,1880,0.2,4512,3757.91,754.09,Credit Card
ORD100428,02-12-2023,CUST1092,Shalini Iyer,Female,27,Jaipur,North,Home & Kitchen,Storage Containers Set,2,620,0.05,1178,964.19,213.81,Credit Card
ORD100429,03-12-2023,CUST1035,Rekha Sharma,Female,21,Delhi,North,Sports & Fitness,Resistance Bands,1,487,0,487,374.67,112.33,UPI
ORD100430,04-12-2023,CUST1078,Suresh Bose,Male,36,Lucknow,North,Clothing,Denim Jeans,2,1430,0.05,2717,1769.16,947.84,Cash on Delivery
ORD100431,05-12-2023,CUST1115,Sanjay Rao,Male,38,Ahmedabad,West,Home & Kitchen,Non-stick Pan,1,880,0,880,584.34,295.66,Credit Card
ORD100432,06-12-2023,CUST1310,Anil Das,Male,32,Coimbatore,South,Beauty & Personal Care,Shampoo,4,335,0.15,1139,925.86,213.14,Credit Card
ORD100433,06-12-2023,CUST1227,Shalini Agarwal,Female,23,Pune,West,Beauty & Personal Care,Face Wash,2,262,0.1,471.6,363.19,108.41,Cash on Delivery
ORD100434,06-12-2023,CUST1288,Ravi Das,Male,38,Bhubaneswar,East,Sports & Fitness,Cricket Bat,2,1520,0.15,2584,2136.24,447.76,Cash on Delivery
ORD100435,08-12-2023,CUST1281,Neha Kumar,Female,42,Chennai,South,Clothing,Men's T-Shirt,5,484,0.2,1936,1797.79,138.21,Credit Card
ORD100436,08-12-2023,CUST1022,Neha Iyer,Female,35,Lucknow,North,Office Supplies,Whiteboard,2,1330,0,2660,1639.03,1020.97,Cash on Delivery
ORD100437,09-12-2023,CUST1195,Anil Kumar,Male,39,Ahmedabad,West,Electronics,Wireless Mouse,1,630,0.15,535.5,397.36,138.14,Cash on Delivery
ORD100438,10-12-2023,CUST1177,Anil Verma,Male,50,Pune,West,Home & Kitchen,Water Bottle,2,317,0.1,570.6,455.28,115.32,Cash on Delivery
ORD100439,10-12-2023,CUST1019,Sanjay Verma,Male,19,Coimbatore,South,Electronics,Bluetooth Speaker,2,2110,0,4220,2980.34,1239.66,Cash on Delivery
ORD100440,10-12-2023,CUST1193,Sneha Nair,Female,21,Chennai,South,Home & Kitchen,Non-stick Pan,1,950,0.2,760,574.41,185.59,Net Banking
ORD100441,12-12-2023,CUST1108,Kunal Kapoor,Male,37,Hyderabad,South,Home & Kitchen,Storage Containers Set,2,610,0,1220,897.86,322.14,Net Banking
ORD100442,13-12-2023,CUST1293,Bhavna Pillai,Female,44,Hyderabad,South,Electronics,Bluetooth Speaker,2,2070,0,4140,2584.29,1555.71,Debit Card
ORD100443,14-12-2023,CUST1033,Aarti Shah,Female,23,Chandigarh,North,Sports & Fitness,Resistance Bands,5,482,0.1,2169,1813.38,355.62,Net Banking
ORD100444,15-12-2023,CUST1280,Neha Shah,Female,36,Mumbai,West,Electronics,Webcam,2,1810,0.15,3077,2299.87,777.13,Debit Card
ORD100445,15-12-2023,CUST1169,Preeti Pillai,Female,26,Kochi,South,Sports & Fitness,Dumbbell Set,1,1930,0.05,1833.5,1248.38,585.12,Net Banking
ORD100446,17-12-2023,CUST1160,Shalini Malhotra,Female,24,Kolkata,East,Sports & Fitness,Cricket Bat,1,1570,0.15,1334.5,1079.75,254.75,Cash on Delivery
ORD100447,17-12-2023,CUST1318,Bhavna Malhotra,Female,38,Patna,East,Electronics,Bluetooth Speaker,4,2060,0,8240,5651.25,2588.75,Debit Card
ORD100448,18-12-2023,CUST1292,Arjun Iyer,Male,28,Coimbatore,South,Clothing,Men's T-Shirt,2,488,0.05,927.2,586.53,340.67,Credit Card
ORD100449,18-12-2023,CUST1280,Neha Shah,Female,36,Mumbai,West,Home & Kitchen,Cushion Cover Set,3,386,0.1,1042.2,842.53,199.67,Net Banking
ORD100450,18-12-2023,CUST1214,Kiran Rao,Female,31,Delhi,North,Sports & Fitness,Dumbbell Set,1,1890,0.15,1606.5,1423.29,183.21,Debit Card
ORD100451,19-12-2023,CUST1275,Rajesh Iyer,Male,40,Chandigarh,North,Home & Kitchen,Non-stick Pan,2,870,0,1740,1056.19,683.81,Debit Card
ORD100452,19-12-2023,CUST1155,Gaurav Rao,Male,27,Delhi,North,Sports & Fitness,Cricket Bat,2,1570,0.05,2983,2412.31,570.69,UPI
ORD100453,19-12-2023,CUST1002,Anita Sharma,Female,42,Ahmedabad,West,Home & Kitchen,Blender,1,2100,0,2100,1268.83,831.17,Debit Card
ORD100454,20-12-2023,CUST1073,Sandeep Reddy,Male,52,Chennai,South,Clothing,Sports Shoes,4,2290,0.1,8244,5747.51,2496.49,Debit Card
ORD100455,21-12-2023,CUST1217,Sanjay Singh,Male,32,Bhubaneswar,East,Home & Kitchen,Blender,1,2320,0,2320,1616.24,703.76,Debit Card
ORD100456,22-12-2023,CUST1216,Preeti Sharma,Female,26,Patna,East,Clothing,Winter Jacket,2,3050,0,6100,3723.39,2376.61,Credit Card
ORD100457,22-12-2023,CUST1070,Anil Chatterjee,Male,38,Lucknow,North,Office Supplies,Ballpoint Pen Set,2,150,0.1,270,228.34,41.66,UPI
ORD100458,23-12-2023,CUST1245,Priya Malhotra,Female,31,Hyderabad,South,Clothing,Women's Kurti,1,930,0,930,663.86,266.14,Debit Card
ORD100459,23-12-2023,CUST1338,Arjun Iyer,Male,39,Chandigarh,North,Beauty & Personal Care,Shampoo,1,367,0,367,284.22,82.78,UPI
ORD100460,23-12-2023,CUST1294,Aarti Shah,Female,38,Patna,East,Electronics,Power Bank,1,1280,0.1,1152,924.33,227.67,UPI
ORD100461,23-12-2023,CUST1126,Shalini Iyer,Female,24,Coimbatore,South,Clothing,Men's T-Shirt,2,513,0.2,820.8,640.8,180,UPI
ORD100462,24-12-2023,CUST1046,Vijay Verma,Male,29,Coimbatore,South,Sports & Fitness,Dumbbell Set,1,1910,0,1910,1155.9,754.1,Net Banking
ORD100463,24-12-2023,CUST1106,Anjali Chatterjee,Female,55,Hyderabad,South,Office Supplies,Office Chair,1,4860,0,4860,3715.83,1144.17,Debit Card
ORD100464,25-12-2023,CUST1315,Ritu Mehta,Female,35,Ahmedabad,West,Sports & Fitness,Cricket Bat,3,1560,0.1,4212,3502.43,709.57,Credit Card
ORD100465,25-12-2023,CUST1058,Karan Agarwal,Male,38,Guwahati,East,Electronics,Bluetooth Speaker,1,1970,0.1,1773,1406.71,366.29,Credit Card
ORD100466,25-12-2023,CUST1228,Rekha Chatterjee,Female,27,Kolkata,East,Electronics,Webcam,1,1860,0,1860,1237.15,622.85,UPI
ORD100467,26-12-2023,CUST1232,Vijay Rao,Male,35,Chennai,South,Home & Kitchen,Non-stick Pan,1,890,0.05,845.5,641.74,203.76,UPI
ORD100468,27-12-2023,CUST1321,Aarti Das,Female,41,Pune,West,Electronics,Earbuds,4,2660,0,10640,6914.28,3725.72,Credit Card
ORD100469,27-12-2023,CUST1183,Arjun Kumar,Male,40,Hyderabad,South,Sports & Fitness,Yoga Mat,3,600,0,1800,1237.97,562.03,UPI
ORD100470,28-12-2023,CUST1346,Vijay Shah,Male,19,Kolkata,East,Office Supplies,Desk Organizer,1,700,0.15,595,519.45,75.55,UPI
ORD100471,28-12-2023,CUST1201,Vijay Nair,Male,41,Mumbai,West,Home & Kitchen,Blender,1,2190,0.1,1971,1492.26,478.74,Credit Card
ORD100472,28-12-2023,CUST1085,Arjun Bose,Male,29,Pune,West,Office Supplies,Desk Organizer,1,690,0,690,449.41,240.59,UPI
ORD100473,29-12-2023,CUST1106,Anjali Chatterjee,Female,55,Hyderabad,South,Home & Kitchen,Storage Containers Set,1,630,0.15,535.5,389.66,145.84,Net Banking
ORD100474,30-12-2023,CUST1058,Karan Agarwal,Male,38,Guwahati,East,Electronics,USB-C Charger,1,850,0,850,623.36,226.64,Credit Card
ORD100475,01-01-2024,CUST1128,Sanjay Chatterjee,Male,36,Lucknow,North,Electronics,Webcam,2,1890,0.05,3591,2407.26,1183.74,Cash on Delivery
ORD100476,02-01-2024,CUST1102,Shweta Reddy,Female,31,Chennai,South,Beauty & Personal Care,Skincare Kit,3,1830,0,5490,4160.74,1329.26,Cash on Delivery
ORD100477,03-01-2024,CUST1347,Shweta Bose,Female,19,Pune,West,Clothing,Winter Jacket,3,3140,0.1,8478,5894.22,2583.78,Debit Card
ORD100478,04-01-2024,CUST1259,Anil Rao,Male,43,Hyderabad,South,Sports & Fitness,Cricket Bat,2,1460,0.2,2336,1801.35,534.65,UPI
ORD100479,04-01-2024,CUST1126,Shalini Iyer,Female,24,Coimbatore,South,Beauty & Personal Care,Trimmer,3,1260,0.05,3591,2460.19,1130.81,Debit Card
ORD100480,04-01-2024,CUST1088,Anita Joshi,Female,29,Chandigarh,North,Clothing,Women's Kurti,1,930,0.15,790.5,715.44,75.06,UPI
ORD100481,04-01-2024,CUST1298,Deepak Agarwal,Male,43,Coimbatore,South,Office Supplies,Notebook Pack,3,211,0,633,474.25,158.75,Debit Card
ORD100482,04-01-2024,CUST1049,Shalini Rao,Female,18,Patna,East,Clothing,Denim Jeans,3,1500,0.15,3825,2864.81,960.19,Debit Card
ORD100483,04-01-2024,CUST1051,Nisha Agarwal,Female,30,Bhubaneswar,East,Beauty & Personal Care,Face Wash,4,255,0,1020,632.06,387.94,Net Banking
ORD100484,05-01-2024,CUST1081,Anita Gupta,Female,38,Patna,East,Beauty & Personal Care,Perfume,2,1710,0.2,2736,2576.14,159.86,Credit Card
ORD100485,05-01-2024,CUST1201,Vijay Nair,Male,41,Mumbai,West,Home & Kitchen,LED Table Lamp,1,730,0.05,693.5,507.3,186.2,Credit Card
ORD100486,05-01-2024,CUST1189,Karan Nair,Male,18,Jaipur,North,Electronics,USB-C Charger,2,850,0.1,1530,1161.29,368.71,UPI
ORD100487,05-01-2024,CUST1029,Preeti Sharma,Female,31,Delhi,North,Electronics,Webcam,2,1850,0,3700,2561.23,1138.77,Credit Card
ORD100488,07-01-2024,CUST1309,Kunal Iyer,Male,32,Mumbai,West,Office Supplies,Desk Organizer,2,730,0.1,1314,1073.56,240.44,Cash on Delivery
ORD100489,08-01-2024,CUST1287,Nikhil Pillai,Male,41,Bengaluru,South,Electronics,Webcam,1,1780,0.1,1602,1085.41,516.59,Cash on Delivery
ORD100490,08-01-2024,CUST1073,Sandeep Reddy,Male,52,Chennai,South,Beauty & Personal Care,Skincare Kit,5,1850,0.05,8787.5,6435.57,2351.93,Debit Card
ORD100491,10-01-2024,CUST1201,Vijay Nair,Male,41,Mumbai,West,Clothing,Denim Jeans,1,1460,0,1460,1000.06,459.94,UPI
ORD100492,14-01-2024,CUST1309,Kunal Iyer,Male,32,Mumbai,West,Electronics,Smartwatch,2,3690,0.15,6273,5266.83,1006.17,UPI
ORD100493,16-01-2024,CUST1267,Pooja Kumar,Female,19,Pune,West,Home & Kitchen,Water Bottle,2,309,0,618,428.47,189.53,Debit Card
ORD100494,17-01-2024,CUST1224,Neha Malhotra,Female,29,Guwahati,East,Home & Kitchen,Cushion Cover Set,1,382,0,382,273.84,108.16,Credit Card
ORD100495,18-01-2024,CUST1244,Nikhil Iyer,Male,21,Bhubaneswar,East,Clothing,Men's T-Shirt,1,519,0.05,493.05,313.97,179.08,UPI
ORD100496,18-01-2024,CUST1257,Kavita Reddy,Female,27,Lucknow,North,Beauty & Personal Care,Trimmer,2,1390,0.05,2641,1684.34,956.66,UPI
ORD100497,18-01-2024,CUST1324,Anil Das,Male,23,Coimbatore,South,Sports & Fitness,Resistance Bands,1,495,0.05,470.25,321.09,149.16,UPI
ORD100498,20-01-2024,CUST1063,Amit Kapoor,Male,21,Pune,West,Clothing,Sports Shoes,1,2160,0,2160,1429.14,730.86,Net Banking
ORD100499,20-01-2024,CUST1165,Gaurav Rao,Male,39,Bengaluru,South,Home & Kitchen,Cushion Cover Set,1,389,0,389,246.2,142.8,UPI
ORD100500,20-01-2024,CUST1230,Pooja Malhotra,Female,26,Delhi,North,Home & Kitchen,Storage Containers Set,2,640,0,1280,924.72,355.28,UPI
ORD100501,20-01-2024,CUST1211,Nisha Verma,Female,47,Chandigarh,North,Home & Kitchen,LED Table Lamp,5,790,0,3950,2742.09,1207.91,Debit Card
ORD100502,21-01-2024,CUST1106,Anjali Chatterjee,Female,55,Hyderabad,South,Home & Kitchen,Water Bottle,1,306,0,306,235.84,70.16,UPI
ORD100503,22-01-2024,CUST1274,Pooja Joshi,Female,24,Kochi,South,Office Supplies,Ballpoint Pen Set,2,156,0.2,249.6,206.4,43.2,Credit Card
ORD100504,25-01-2024,CUST1268,Vikram Rao,Male,30,Delhi,North,Home & Kitchen,Cushion Cover Set,1,414,0,414,315.19,98.81,Net Banking
ORD100505,26-01-2024,CUST1135,Shalini Iyer,Female,52,Patna,East,Electronics,Power Bank,1,1190,0.1,1071,890.92,180.08,Credit Card
ORD100506,26-01-2024,CUST1271,Gaurav Singh,Male,19,Guwahati,East,Clothing,Formal Shirt,5,1140,0.1,5130,3498.98,1631.02,Net Banking
ORD100507,27-01-2024,CUST1221,Divya Shah,Female,18,Lucknow,North,Beauty & Personal Care,Trimmer,1,1250,0.05,1187.5,915.52,271.98,UPI
ORD100508,27-01-2024,CUST1092,Shalini Iyer,Female,27,Jaipur,North,Beauty & Personal Care,Trimmer,2,1390,0.1,2502,1924.55,577.45,Debit Card
ORD100509,28-01-2024,CUST1071,Kiran Mehta,Female,51,Ahmedabad,West,Clothing,Women's Kurti,1,960,0.1,864,627.38,236.62,Credit Card
ORD100510,29-01-2024,CUST1307,Preeti Joshi,Female,28,Delhi,North,Home & Kitchen,Storage Containers Set,1,590,0.05,560.5,359.56,200.94,UPI
ORD100511,01-02-2024,CUST1265,Priya Shah,Female,21,Coimbatore,South,Home & Kitchen,Water Bottle,1,306,0.05,290.7,223.89,66.81,Credit Card
